customer_id,tenure_months,contract_type,is_senior_citizen,partner,dependents,has_phone_service,has_internet_service,has_online_security,has_tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,payment_method,paperless_billing,churn
C0084,10,month-to-month,0,0,1,1,none,0,0,0,0,31.73504148820136,317.35041488201364,bank-transfer,1,0
C0085,7,month-to-month,1,1,0,1,none,1,0,0,0,84.72470212437864,593.0729148706505,bank-transfer,1,0
C0086,34,month-to-month,0,1,1,1,dsl,0,0,1,1,84.77077374927973,2882.2063074755106,electronic-check,0,0
C0087,34,month-to-month,0,0,1,1,fiber,1,0,1,0,114.04171399488871,3877.418275826216,bank-transfer,1,1
C0088,32,two-year,0,0,1,1,fiber,1,0,1,1,84.6867742356136,2709.976775539635,bank-transfer,0,0
C0089,4,one-year,1,1,1,1,none,1,1,0,0,57.30328801699528,229.21315206798113,mailed-check,1,0
C0090,40,month-to-month,0,1,1,1,fiber,1,1,1,0,57.775732378662966,2311.0292951465185,credit-card,1,0
C0091,27,two-year,0,1,1,0,dsl,0,1,0,1,69.82658147593177,1885.3176998501579,bank-transfer,0,0
C0092,6,one-year,1,0,1,1,fiber,1,0,0,1,103.9800775999013,623.8804655994079,credit-card,0,0
C0093,72,month-to-month,0,0,0,1,fiber,0,0,0,0,94.19559576247899,6782.082894898487,bank-transfer,0,0
C0094,71,month-to-month,0,0,1,1,fiber,1,1,1,1,37.428660973292196,2657.434929103746,electronic-check,1,0
C0095,11,month-to-month,0,1,1,1,dsl,1,1,0,0,78.3598847591456,861.9587323506016,bank-transfer,1,1
C0096,33,month-to-month,0,1,1,1,fiber,0,1,0,1,94.75790301927071,3127.0107996359334,bank-transfer,1,1
C0097,32,two-year,0,1,0,1,fiber,1,1,1,1,62.884738432324944,2012.3116298343982,credit-card,0,0
C0098,47,month-to-month,0,0,0,1,fiber,1,0,1,0,20.0,940.0,electronic-check,0,0
C0099,22,two-year,0,0,0,1,fiber,0,1,1,0,64.10580649168317,1410.3277428170297,mailed-check,0,0
C0100,61,month-to-month,1,1,1,1,dsl,1,0,0,0,25.445508992107726,1552.1760485185712,credit-card,1,0
C0101,36,month-to-month,0,0,1,1,dsl,1,0,0,1,20.69635168010106,745.0686604836382,electronic-check,1,0
C0102,43,month-to-month,0,1,1,1,none,1,0,1,1,101.95497697089833,4384.064009748628,electronic-check,0,0
C0103,34,month-to-month,0,0,0,1,dsl,0,1,0,0,145.63091878085902,4951.451238549207,credit-card,0,0
C0104,64,month-to-month,0,1,1,1,fiber,1,1,0,1,110.92856361241383,7099.428071194485,bank-transfer,0,0
C0105,46,two-year,0,0,0,0,fiber,0,1,1,0,20.0,920.0,electronic-check,1,0
C0106,2,month-to-month,0,0,0,1,fiber,0,0,1,0,64.8096192835448,129.6192385670896,mailed-check,1,0
C0107,0,one-year,0,1,0,1,none,0,0,1,0,52.30934779332155,0.0,bank-transfer,0,0
C0108,4,month-to-month,0,1,0,1,dsl,1,1,1,0,25.87233008850567,103.48932035402268,credit-card,0,0
C0109,13,month-to-month,0,1,0,1,fiber,1,0,1,0,83.94576229267554,1091.294909804782,credit-card,0,0
C0110,26,month-to-month,0,1,1,1,dsl,1,1,1,1,64.45618765022256,1675.8608789057866,credit-card,1,0
C0111,8,month-to-month,0,1,1,1,dsl,1,0,1,1,35.077312312641794,280.61849850113435,credit-card,1,0
C0112,14,month-to-month,0,0,0,1,fiber,0,0,1,0,20.0,280.0,mailed-check,1,0
C0113,41,month-to-month,0,1,1,1,fiber,0,0,0,1,51.73251611485139,2121.033160708907,mailed-check,0,0
C0114,50,month-to-month,1,1,1,1,dsl,1,0,0,0,70.23721134321846,3511.860567160923,electronic-check,0,1
C0115,62,month-to-month,0,1,0,1,fiber,1,0,0,1,66.44749639127572,4119.744776259095,mailed-check,0,1
C0116,51,month-to-month,0,0,0,1,fiber,0,0,0,1,101.88347005624638,5196.056972868565,credit-card,0,0
C0117,3,month-to-month,0,1,1,1,fiber,1,0,0,0,80.13952099399638,240.41856298198917,mailed-check,0,0
C0118,22,two-year,0,1,1,1,fiber,1,1,0,1,59.66113871461686,1312.5450517215709,bank-transfer,0,0
C0119,14,one-year,0,1,1,1,none,1,0,0,0,45.483172328134685,636.7644125938856,bank-transfer,0,0
C0120,42,month-to-month,1,0,1,0,fiber,1,0,0,1,20.0,840.0,electronic-check,0,0
C0121,28,month-to-month,0,0,0,1,none,1,1,0,0,37.261724195203904,1043.3282774657093,credit-card,0,0
C0122,35,two-year,0,1,1,1,none,1,1,0,0,110.7496243325892,3876.2368516406223,mailed-check,0,0
C0123,12,one-year,0,0,0,1,fiber,0,1,0,0,95.94018912774906,1151.2822695329887,electronic-check,0,0
C0124,31,month-to-month,0,1,0,1,fiber,0,1,1,0,78.66304701234374,2438.554457382656,electronic-check,1,0
C0125,70,two-year,0,0,1,1,fiber,0,0,0,0,55.17792126857165,3862.4544888000155,mailed-check,0,0
C0126,58,month-to-month,0,1,1,1,fiber,0,0,1,0,107.2305936574829,6219.374432134008,electronic-check,0,1
C0127,27,month-to-month,0,0,1,1,fiber,1,1,0,1,39.66650861098746,1070.9957324966613,credit-card,1,0
C0128,65,one-year,0,1,0,1,fiber,1,0,1,0,40.00961280389893,2600.6248322534307,mailed-check,0,0
C0129,41,month-to-month,0,1,0,1,dsl,0,1,0,1,67.1956753502737,2755.0226893612216,bank-transfer,1,0
C0130,44,two-year,0,0,0,1,dsl,0,0,1,0,20.0,880.0,bank-transfer,1,0
C0131,61,one-year,1,1,0,1,dsl,0,0,0,1,38.815697151337524,2367.757526231589,mailed-check,0,0
C0132,56,month-to-month,0,1,1,1,dsl,0,0,1,0,62.91313919193095,3523.1357947481333,electronic-check,0,0
C0133,5,month-to-month,0,1,0,1,dsl,0,0,0,0,56.16298014157287,280.81490070786435,electronic-check,1,0
C0134,27,month-to-month,0,1,0,0,fiber,1,0,1,1,40.35234996469687,1089.5134490468156,bank-transfer,0,0
C0135,27,month-to-month,1,0,1,1,fiber,1,1,0,0,131.06190799609632,3538.671515894601,bank-transfer,0,1
C0136,43,one-year,1,1,0,1,fiber,0,0,1,0,110.89780720760146,4768.605709926863,credit-card,0,0
C0137,29,month-to-month,0,0,0,1,fiber,0,0,1,0,121.43804750602578,3521.7033776747476,electronic-check,1,1
C0138,61,month-to-month,0,0,1,1,fiber,1,0,1,0,67.02867120620913,4088.7489435787566,credit-card,1,0
C0139,61,one-year,0,0,0,1,dsl,1,0,1,1,55.3424203497671,3375.8876413357934,bank-transfer,0,0
C0140,0,month-to-month,0,0,0,1,none,1,0,1,0,118.04990373007556,0.0,bank-transfer,0,0
C0141,26,one-year,0,1,0,1,dsl,0,1,1,1,72.55619085866911,1886.4609623253968,bank-transfer,1,0
C0142,61,month-to-month,0,1,0,1,fiber,1,0,1,0,38.18530932196141,2329.303868639646,bank-transfer,1,0
C0143,2,two-year,0,0,1,1,dsl,0,1,1,0,40.26907437619888,80.53814875239776,credit-card,0,0
C0144,69,month-to-month,0,1,0,1,fiber,0,0,0,0,60.2671687434144,4158.434643295594,bank-transfer,0,0
C0145,71,month-to-month,0,0,1,1,fiber,1,0,0,0,69.33938474876173,4923.096317162083,mailed-check,0,1
C0146,26,month-to-month,1,1,0,1,dsl,1,1,0,1,72.44383084607139,1883.5396019978562,electronic-check,1,0
C0147,8,month-to-month,0,1,1,1,dsl,1,0,1,0,64.49245939090478,515.9396751272383,bank-transfer,1,0
C0148,61,one-year,0,1,1,0,dsl,0,0,1,0,140.18812457969256,8551.475599361245,electronic-check,0,0
C0149,36,one-year,0,0,1,1,dsl,1,1,0,0,29.406370059876295,1058.6293221555466,bank-transfer,1,0
C0150,50,one-year,0,0,0,1,fiber,1,0,0,1,90.1813378122593,4509.066890612965,credit-card,0,0
C0151,43,month-to-month,0,1,0,1,fiber,0,1,1,1,55.67641818311749,2394.0859818740523,electronic-check,0,0
C0152,23,month-to-month,0,0,0,1,fiber,1,1,1,1,68.83643533075745,1583.2380126074215,credit-card,0,1
C0153,58,month-to-month,1,0,1,1,fiber,1,1,0,1,98.21486284729086,5696.46204514287,bank-transfer,0,0
C0154,31,month-to-month,0,1,0,0,fiber,0,0,1,0,20.0,620.0,mailed-check,0,0
C0155,51,two-year,0,0,0,1,fiber,0,0,0,0,41.62389269664004,2122.8185275286423,mailed-check,1,0
C0156,61,month-to-month,0,1,0,1,dsl,0,1,1,1,65.99021843851551,4025.4033247494463,mailed-check,1,0
C0157,57,month-to-month,0,1,0,1,fiber,0,0,0,0,114.28755324548493,6514.390534992641,mailed-check,0,0
C0158,51,month-to-month,0,1,1,1,dsl,0,1,0,0,114.12939127343778,5820.598954945326,mailed-check,1,0
C0159,11,one-year,0,0,1,1,dsl,1,0,1,1,108.31904313995335,1191.5094745394867,credit-card,0,1
C0160,38,one-year,0,1,0,1,dsl,1,1,0,0,20.0,760.0,mailed-check,1,0
C0161,1,two-year,0,1,0,1,fiber,0,0,1,1,38.506924921683975,38.506924921683975,bank-transfer,1,0
C0162,2,month-to-month,0,0,0,1,dsl,1,1,1,1,39.740946089428355,79.48189217885671,credit-card,1,0
C0163,55,month-to-month,0,0,1,1,dsl,1,0,1,1,68.34294264334972,3758.8618453842346,credit-card,1,0
C0164,58,two-year,0,0,0,1,fiber,0,1,1,1,20.0,1160.0,mailed-check,0,0
C0165,1,one-year,0,0,1,0,fiber,0,0,1,1,102.93689610199976,102.93689610199976,electronic-check,1,0
C0166,1,month-to-month,0,1,1,1,fiber,0,1,0,1,20.0,20.0,bank-transfer,1,0
C0167,53,one-year,0,0,0,1,fiber,1,0,1,0,100.97577829161828,5351.716249455769,credit-card,1,1
C0168,0,one-year,1,0,0,1,fiber,0,0,1,0,96.12516403966048,0.0,bank-transfer,1,1
C0169,18,one-year,0,0,0,1,fiber,1,1,0,0,37.16844995883319,669.0320992589975,electronic-check,1,0
C0170,1,one-year,0,0,1,1,dsl,1,0,1,1,107.85863735241078,107.85863735241078,credit-card,1,0
C0171,52,month-to-month,1,1,1,1,fiber,1,0,0,1,60.003680361552334,3120.1913788007214,bank-transfer,1,0
C0172,43,month-to-month,0,0,0,1,fiber,1,0,1,1,52.21903027089128,2245.4183016483253,mailed-check,1,0
C0173,31,month-to-month,0,1,1,1,dsl,0,0,0,0,57.35657470706903,1778.0538159191399,credit-card,0,0
C0174,69,one-year,0,0,0,1,dsl,1,1,1,0,59.92952404020538,4135.137158774171,credit-card,0,0
C0175,31,one-year,0,1,0,1,dsl,0,0,1,1,62.6897810472577,1943.383212464989,credit-card,0,0
C0176,67,one-year,0,1,1,1,fiber,1,0,1,1,63.370800340823486,4245.843622835174,credit-card,1,0
C0177,54,month-to-month,0,0,1,0,dsl,0,1,1,1,43.290522620415715,2337.6882215024484,mailed-check,0,0
C0178,55,one-year,0,1,1,1,fiber,0,0,1,1,50.254118268350226,2763.9765047592623,electronic-check,0,0
C0179,16,one-year,0,0,1,1,fiber,0,1,0,1,52.85192570070953,845.6308112113525,electronic-check,0,0
C0180,37,one-year,1,1,0,1,fiber,1,0,0,0,120.18190948880077,4446.730651085629,bank-transfer,1,0
C0181,23,one-year,0,1,0,0,fiber,1,1,1,1,52.86542458274724,1215.9047654031865,mailed-check,0,0
C0182,68,one-year,1,1,0,1,dsl,1,0,0,1,50.93906552222554,3463.8564555113367,mailed-check,0,0
C0183,69,month-to-month,0,0,1,1,none,0,1,1,1,115.48986416066788,7968.800627086083,bank-transfer,0,0
C0184,10,month-to-month,0,1,0,1,dsl,1,1,1,1,60.33973429438654,603.3973429438654,mailed-check,0,0
C0185,15,month-to-month,0,0,1,1,fiber,1,1,1,0,43.2930481852281,649.3957227784215,mailed-check,0,0
C0186,72,month-to-month,0,1,1,1,dsl,1,0,0,1,36.79128203257445,2648.9723063453603,credit-card,0,1
C0187,58,one-year,0,1,1,1,dsl,0,1,1,1,27.39518694457672,1588.9208427854498,credit-card,0,0
C0188,69,one-year,0,1,0,1,dsl,1,0,0,1,86.23554923354332,5950.252897114489,credit-card,1,0
C0189,2,month-to-month,0,1,1,1,fiber,1,1,1,0,20.0,40.0,mailed-check,0,0
C0190,19,month-to-month,1,1,1,1,dsl,0,1,1,1,110.39013119054086,2097.412492620276,mailed-check,0,0
C0191,58,one-year,0,1,1,1,fiber,0,1,0,0,67.26005982810605,3901.083470030151,electronic-check,1,0
C0192,35,month-to-month,0,0,1,1,dsl,0,0,1,1,56.88776851661665,1991.071898081583,credit-card,1,1
C0193,18,month-to-month,0,0,1,1,fiber,0,0,0,1,63.1493338394514,1136.6880091101252,bank-transfer,1,0
C0194,66,month-to-month,0,0,1,1,none,0,1,1,1,83.89169964838383,5536.8521767933335,mailed-check,1,0
C0195,18,month-to-month,0,1,1,0,fiber,0,1,1,1,55.90482898748158,1006.2869217746684,credit-card,1,0
C0196,19,month-to-month,0,0,1,1,fiber,1,1,1,1,64.24684864324811,1220.690124221714,electronic-check,0,0
C0197,70,month-to-month,0,1,1,1,dsl,1,1,0,1,101.59239440776346,7111.467608543442,credit-card,0,0
C0198,51,month-to-month,1,0,1,1,fiber,0,1,1,1,80.40716918209603,4100.7656282868975,electronic-check,0,0
C0199,32,two-year,0,0,1,1,fiber,1,1,0,1,32.50114421812351,1040.0366149799522,electronic-check,1,0
C0200,39,month-to-month,0,1,1,1,fiber,0,1,1,1,48.76754996734343,1901.9344487263936,mailed-check,0,0
C0201,38,one-year,0,1,0,0,fiber,1,1,1,0,20.0,760.0,electronic-check,0,0
C0202,0,month-to-month,0,0,0,0,dsl,0,0,0,0,88.45739708526635,0.0,electronic-check,1,1
C0203,10,month-to-month,0,0,1,1,fiber,0,1,1,0,91.65999525342478,916.5999525342478,bank-transfer,1,1
C0204,56,one-year,0,0,1,1,fiber,1,0,1,0,41.96903500372099,2350.2659602083754,electronic-check,0,0
C0205,49,month-to-month,1,0,1,1,fiber,1,1,0,1,139.14557019468867,6818.132939539745,bank-transfer,1,0
C0206,22,month-to-month,0,1,0,0,fiber,1,0,0,1,143.13658171035001,3149.0047976277,bank-transfer,0,1
C0207,30,month-to-month,0,0,0,1,dsl,1,0,0,0,70.68428599789478,2120.5285799368435,credit-card,1,1
C0208,41,one-year,1,1,0,1,fiber,1,1,1,0,46.07897346699836,1889.2379121469328,credit-card,0,0
C0209,6,month-to-month,0,1,1,1,fiber,1,0,0,0,78.21403568294927,469.28421409769567,mailed-check,0,0
C0210,15,month-to-month,0,0,1,1,none,1,0,0,0,45.36904180156992,680.5356270235488,mailed-check,0,0
C0211,59,one-year,0,1,1,1,fiber,1,1,1,1,98.50096888501047,5811.557164215617,mailed-check,1,0
C0212,1,month-to-month,0,0,1,0,fiber,0,1,0,0,74.99077768083946,74.99077768083946,electronic-check,1,1
C0213,0,one-year,0,1,0,1,dsl,1,1,0,1,77.14821000960124,0.0,credit-card,1,0
C0214,47,one-year,0,1,1,1,none,1,0,1,1,122.77497416410654,5770.423785713007,electronic-check,1,0
C0215,11,two-year,0,0,0,1,fiber,0,1,0,1,51.429300213262664,565.7223023458893,credit-card,0,0
C0216,68,month-to-month,0,1,0,1,none,0,0,1,0,52.63027324433055,3578.8585806144774,electronic-check,0,0
C0217,36,one-year,0,1,1,1,none,0,1,0,0,95.75111378246191,3447.040096168629,mailed-check,0,0
C0218,31,month-to-month,0,0,0,1,dsl,0,1,0,1,57.34007869799738,1777.5424396379187,credit-card,0,1
C0219,8,month-to-month,0,1,0,1,dsl,1,0,1,0,118.11494265584247,944.9195412467398,credit-card,1,0
C0220,18,month-to-month,0,1,0,1,fiber,1,0,0,0,100.01489909471681,1800.2681837049026,bank-transfer,1,0
C0221,47,one-year,0,0,0,1,dsl,0,0,1,1,58.85916678804522,2766.3808390381255,credit-card,1,0
C0222,2,month-to-month,0,0,1,1,fiber,0,1,0,1,20.0,40.0,credit-card,1,0
C0223,19,month-to-month,0,1,1,1,fiber,1,1,0,0,26.432693621250735,502.22117880376396,electronic-check,0,1
C0224,23,month-to-month,1,1,0,0,fiber,1,1,1,1,55.54701816272639,1277.581417742707,mailed-check,1,0
C0225,53,one-year,0,1,1,1,dsl,1,0,1,0,82.14129605769165,4353.488691057657,bank-transfer,1,0
C0226,32,one-year,0,0,0,1,fiber,1,0,0,0,103.0683132490503,3298.18602396961,electronic-check,1,0
C0227,23,one-year,0,1,1,1,dsl,0,0,0,1,63.48137201352709,1460.0715563111232,credit-card,0,1
C0228,71,month-to-month,0,1,1,1,dsl,1,0,0,1,43.33335198926471,3076.6679912377945,electronic-check,0,0
C0229,35,month-to-month,0,1,1,1,fiber,0,1,1,0,65.77774597980157,2302.2211092930547,mailed-check,0,0
C0230,37,one-year,1,1,1,1,fiber,0,0,1,1,70.61108053330977,2612.609979732462,bank-transfer,1,0
C0231,24,month-to-month,0,1,1,1,fiber,0,0,0,0,109.14835952148906,2619.5606285157373,electronic-check,0,1
C0232,17,month-to-month,0,1,0,1,fiber,1,1,0,1,107.48272575390651,1827.2063378164107,credit-card,0,1
C0233,65,one-year,0,0,1,1,fiber,0,1,0,0,39.94293469472666,2596.290755157233,electronic-check,0,0
C0234,53,two-year,1,0,0,1,fiber,1,0,1,1,83.62275394811144,4432.0059592499065,credit-card,0,0
C0235,34,one-year,0,1,0,1,fiber,0,0,0,0,44.384617736748694,1509.0770030494557,bank-transfer,0,0
C0236,60,one-year,1,1,1,1,none,1,0,1,0,45.23194409704814,2713.9166458228883,bank-transfer,0,0
C0237,40,two-year,0,0,0,1,dsl,0,0,1,1,101.16026539289373,4046.4106157157494,electronic-check,1,0
C0238,32,month-to-month,0,0,1,0,fiber,0,0,0,0,64.02077583198941,2048.664826623661,bank-transfer,1,1
C0239,67,month-to-month,0,0,0,1,fiber,1,0,1,0,89.19585203723543,5976.122086494774,mailed-check,0,0
C0240,32,two-year,0,1,0,1,dsl,1,1,1,0,86.04203968112662,2753.345269796052,electronic-check,1,0
C0241,13,month-to-month,0,1,1,1,dsl,0,1,0,0,67.61543869572006,879.0007030443608,credit-card,0,1
C0242,20,one-year,0,1,1,1,dsl,0,1,0,0,79.98963197534144,1599.792639506829,electronic-check,1,0
C0243,47,month-to-month,0,1,1,0,fiber,1,1,0,1,76.11560226176661,3577.433306303031,credit-card,0,0
